class,gender,age
"pregnancy, days, when fertile",woman,22
contraception,man,23
contraception,woman,19
"women's health, menstruation",woman,26
contraception,man,18
contraception,man,30
"contraception, side effects",woman,20
"sexual health, having sex",woman,23
"contraception, side effects",woman,24
sexual health,man,25
"contraception, side effects",man,29
contraception,woman,20
contraception,woman,30
"contraception, method recommendation",man,30
sexual health,woman,35
sexual health,woman,20
contraception,woman,NA
"pregnancy, days, when fertile",woman,29
pregnancy,woman,24
"sexual health, relationships",woman,20
pregnancy,woman,16
"contraception, side effects",man,21
"sexual health, relationships",man,16
something else,woman,27
"sexual health, relationships",man,24
contraception,man,22
symptoms,woman,22
contraception,woman,45
"contraception, side effects",woman,23
"contraception, method recommendation",man,25
"contraception, side effects",woman,27
"contraception, method recommendation",woman,24
"sexual health, having sex",man,18
contraception,woman,24
"contraception, side effects",woman,24
"contraception, side effects",woman,20
contraception,woman,17
"contraception, side effects",man,24
"contraception, method recommendation",woman,22
"sexual health, relationships",man,22
something else,man,23
"contraception, side effects",woman,38
"symptoms, discharge",man,24
"pregnancy, days, when safe",woman,31
sexual health,woman,18
"contraception, side effects",woman,24
contraception,woman,20
"sexual health, having sex",man,24
contraception,woman,20
"women's health, menstruation",woman,27
pregnancy,woman,30
contraception,man,22
"women's health, menstruation",woman,18
"women's health, menstruation",woman,31
"sexual health, having sex",man,17
"women's health, menstruation",woman,21
pregnancy,woman,25
contraception,man,23
"contraception, side effects",man,23
"contraception, side effects",man,27
contraception,man,22
contraception,man,26
"contraception, method recommendation",woman,24
symptoms,man,28
"contraception, side effects",woman,22
contraception,woman,18
contraception,man,24
"contraception, effectiveness",woman,20
"contraception, side effects",man,20
contraception,woman,NA
contraception,man,27
"contraception, side effects",man,40
"contraception, side effects",man,24
"contraception, method recommendation",woman,NA
contraception,woman,20
contraception,woman,19
contraception,woman,22
"sexual health, STI",man,22
"contraception, side effects",woman,24
symptoms,man,16
"contraception, method recommendation",woman,19
"contraception, method recommendation",man,24
"sexual health, relationships",man,20
"contraception, side effects",man,24
"women's health, menstruation",woman,20
"pregnancy, days, when fertile",woman,22
"contraception, side effects",man,26
contraception,woman,20
"contraception, method recommendation",man,28
contraception,woman,23
"contraception, side effects",man,30
pregnancy,woman,28
contraception,man,18
sexual health,woman,21
"sexual health, having sex",man,26
sexual health,man,29
"provider, locate",woman,24
"contraception, method recommendation",woman,23
"contraception, side effects",woman,19
contraception,man,23
"contraception, side effects",man,32
"contraception, effectiveness",man,25
UTI,woman,19
"contraception, side effects",man,22
"women's health, menstruation",man,18
contraception,man,21
contraception,man,22
contraception,woman,20
contraception,man,20
"contraception, method recommendation",woman,18
"contraception, method recommendation",man,38
"contraception, side effects",woman,19
"contraception, side effects",woman,20
contraception,woman,23
"sexual health, STI",man,19
sexual health,man,22
"women's health, menstruation",woman,20
contraception,man,21
"sexual health, STI",man,25
"sexual health, STI",man,19
"contraception, side effects",woman,25
contraception,man,38
contraception,man,23
"contraception, side effects",woman,21
"women's health, menstruation",woman,21
contraception,man,18
sexual health,man,19
"contraception, method recommendation",man,20
"contraception, side effects",woman,NA
"contraception, method recommendation",man,33
"pregnancy, days, when fertile",woman,22
"contraception, side effects",man,20
"women's health, fibroids",woman,35
"contraception, method recommendation",woman,24
"contraception, method recommendation",woman,21
pregnancy,woman,18
"contraception, side effects",man,34
"contraception, side effects",man,22
"contraception, side effects",woman,20
sexual health,woman,20
"contraception, locate",woman,20
contraception,woman,16
"contraception, side effects",woman,19
"symptoms, discharge",woman,18
symptoms,woman,23
"contraception, side effects",woman,23
something else,woman,19
"sexual health, relationships",man,18
"contraception, method recommendation",woman,23
"contraception, method recommendation",man,20
"contraception, side effects",woman,20
contraception,woman,20
contraception,woman,20
"sexual health, STI",man,24
"contraception, side effects",man,21
symptoms,man,25
"contraception, side effects",woman,23
"contraception, side effects",woman,21
"contraception, method recommendation",woman,17
"contraception, side effects",woman,20
"men's health, penis size",man,21
contraception,man,29
contraception,woman,20
contraception,woman,22
"contraception, method recommendation",woman,22
contraception,woman,21
"pregnancy, days, when fertile",woman,23
contraception,woman,20
contraception,man,29
"contraception, side effects",man,26
"men's health, erectile dysfunction",man,28
something else,woman,20
contraception,woman,23
"contraception, method recommendation",man,28
"contraception, method recommendation",woman,22
sexual health,man,35
"contraception, side effects",woman,23
contraception,man,19
contraception,man,20
sexual health,man,22
"women's health, menstruation",woman,18
contraception,woman,17
"sexual health, relationships",man,25
"contraception, method recommendation",woman,23
"contraception, method recommendation",woman,20
"contraception, side effects",man,24
UTI,woman,22
sexual health,woman,21
something else,man,25
sexual health,woman,26
"contraception, side effects",woman,19
"contraception, method recommendation",woman,25
pregnancy,woman,28
"sexual health, STI",man,24
"sexual health, STI",woman,25
sexual health,man,19
"men's health, erectile dysfunction",man,22
"pregnancy, causes",woman,22
"sexual health, having sex",man,35
"contraception, side effects",man,40
"pregnancy, days, when safe",woman,17
"contraception, side effects",woman,17
contraception,man,22
"women's health, menstruation",woman,27
contraception,woman,25
pregnancy,woman,38
"contraception, method recommendation",woman,20
contraception,woman,20
"sexual health, having sex",woman,22
contraception,man,30
symptoms,woman,20
"contraception, method recommendation",woman,35
contraception,woman,20
"contraception, side effects",man,23
contraception,woman,21
"pregnancy, days, when fertile",man,18
"contraception, side effects",woman,29
"contraception, method recommendation",woman,25
"contraception, method recommendation",man,24
symptoms,man,29
"pregnancy, days, when fertile",woman,19
"contraception, method recommendation",woman,28
contraception,man,33
sexual health,man,25
"contraception, method recommendation",man,25
"contraception, method recommendation",woman,26
contraception,man,23
"sexual health, having sex",man,23
symptoms,woman,38
"contraception, side effects",man,25
"contraception, side effects",woman,18
"women's health, cervical cancer",woman,28
"sexual health, STI",man,22
contraception,man,22
"contraception, side effects",woman,21
pregnancy,woman,26
"contraception, method recommendation",woman,28
contraception,man,40
sexual health,man,21
circumcision,man,23
"sexual health, masturbation",man,23
"women's health, menstruation",woman,22
"sexual health, STI",man,22
"contraception, effectiveness",woman,22
"contraception, side effects",man,18
"pregnancy, miscarriage",woman,26
something else,man,32
sexual health,woman,19
sexual health,woman,19
"contraception, side effects",woman,24
"pregnancy, days, when fertile",woman,18
"sexual health, having sex",man,32
contraception,woman,18
something else,woman,27
"contraception, method recommendation",woman,27
"sexual health, having sex",man,24
"contraception, side effects",woman,22
symptoms,woman,22
"sexual health, having sex",woman,18
"sexual health, masturbation",man,18
pregnancy,man,19
contraception,woman,30
"pregnancy, days, when fertile",man,22
contraception,man,21
something else,man,19
contraception,woman,22
contraception,woman,21
"pregnancy, days, when fertile",woman,22
"sexual health, STI",woman,22
"contraception, side effects",woman,20
symptoms,man,24
"sexual health, having sex",man,19
contraception,man,25
"contraception, side effects",man,24
"contraception, side effects",woman,22
abortion,woman,18
sexual health,woman,19
"sexual health, STI",woman,20
"contraception, side effects",man,24
contraception,woman,21
symptoms,woman,25
contraception,woman,25
contraception,man,22
"sexual health, having sex",man,22
"contraception, side effects",woman,23
"contraception, side effects",woman,20
contraception,woman,25
"sexual health, having sex",man,18
"pregnancy, days, when safe",man,19
"women's health, menstruation",woman,28
"contraception, method recommendation",woman,30
"pregnancy, days, when safe",man,22
"contraception, method recommendation",woman,20
"pregnancy, days, when fertile",woman,20
"contraception, side effects",woman,20
something else,woman,25
"pregnancy, causes",woman,21
"contraception, stopping",woman,23
"pregnancy, days, when fertile",woman,21
"contraception, method recommendation",woman,34
"sexual health, having sex",man,19
"women's health, menstruation",woman,27
contraception,woman,20
"women's health, menstruation",woman,22
pregnancy,man,NA
contraception,man,25
"sexual health, STI",man,24
contraception,man,25
symptoms,man,18
contraception,woman,21
"women's health, menstruation",woman,22
contraception,woman,25
"symptoms, discharge",woman,28
sexual health,man,24
contraception,man,22
"contraception, method recommendation",man,25
"contraception, side effects",woman,26
UTI,woman,23
"contraception, side effects",woman,33
"contraception, side effects",woman,25
"sexual health, having sex",man,18
"sexual health, having sex",woman,20
"pregnancy, miscarriage",woman,25
"contraception, method recommendation",woman,33
"contraception, side effects",woman,24
symptoms,man,NA
"contraception, side effects",woman,28
"contraception, method recommendation",man,47
"contraception, side effects",man,49
"contraception, method recommendation",man,27
contraception,woman,23
"contraception, side effects",woman,20
"pregnancy, days, when fertile",woman,23
"contraception, side effects",man,20
"sexual health, relationships",man,24
"contraception, side effects",woman,28
"sexual health, relationships",man,21
something else,man,28
pregnancy,man,28
"sexual health, relationships",man,23
"men's health, prostate",man,23
"sexual health, masturbation",man,21
contraception,woman,42
circumcision,man,23
"sexual health, having sex",man,24
symptoms,woman,24
sexual health,man,26
"contraception, effectiveness",woman,23
"sexual health, relationships",man,19
sexual health,man,18
"sexual health, having sex",man,NA
"men's health, erectile dysfunction",man,18
"women's health, cervical cancer",man,19
pregnancy,man,22
"pregnancy, days, when fertile",woman,19
"contraception, side effects",man,25
pregnancy,man,22
something else,man,18
sexual health,man,30
"contraception, side effects",man,21
"contraception, method recommendation",woman,18
"contraception, side effects",woman,21
"sexual health, relationships",man,17
"contraception, effectiveness",man,20
"contraception, side effects",woman,25
pregnancy,man,27
"contraception, method recommendation",woman,28
contraception,man,22
"sexual health, having sex",woman,20
"men's health, penis size",man,32
contraception,man,24
sexual health,woman,33
"contraception, side effects",woman,20
"contraception, side effects",woman,28
pregnancy,man,NA
contraception,man,21
"women's health, menstruation",woman,NA
abortion,man,23
"pregnancy, signs of",woman,17
"pregnancy, days, when fertile",man,24
UTI,man,20
contraception,woman,21
pregnancy,woman,22
"women's health, menstruation",woman,18
sexual health,man,32
"women's health, menstruation",man,20
"sexual health, relationships",man,17
contraception,man,20
"contraception, method recommendation",man,32
"pregnancy, causes",woman,17
pregnancy,man,23
sexual health,man,16
"symptoms, discharge",woman,18
"contraception, side effects",woman,24
"sexual health, having sex",man,21
circumcision,man,20
"contraception, effectiveness",man,19
sexual health,man,24
"contraception, side effects",woman,21
pregnancy,man,22
"women's health, menstruation",woman,30
"women's health, menstruation",woman,19
symptoms,man,20
"women's health, menstruation",man,20
"contraception, side effects",woman,22
pregnancy,woman,21
pregnancy,man,21
"contraception, side effects",woman,28
"sexual health, having sex",man,24
contraception,woman,26
"contraception, side effects",woman,23
symptoms,woman,20
"pregnancy, days, when safe",woman,21
contraception,man,22
"contraception, effectiveness",woman,22
"sexual health, STI",woman,27
"sexual health, STI",man,30
sexual health,man,20
contraception,woman,18
"sexual health, having sex",man,24
"pregnancy, causes",woman,15
contraception,man,26
UTI,woman,27
"sexual health, having sex",man,30
"women's health, cervical cancer",woman,23
"sexual health, STI",man,25
"pregnancy, days, when fertile",woman,22
sexual health,woman,19
contraception,man,34
"contraception, side effects",woman,27
contraception,woman,19
"sexual health, STI",woman,20
"contraception, side effects",woman,18
"contraception, side effects",woman,18
contraception,woman,24
"pregnancy, miscarriage",woman,20
"women's health, menstruation",woman,20
contraception,woman,21
contraception,man,23
symptoms,woman,27
contraception,woman,20
"pregnancy, days, when fertile",man,24
"pregnancy, days, when safe",woman,22
"contraception, method recommendation",woman,26
"women's health, menstruation",woman,30
"pregnancy, signs of",woman,15
"contraception, side effects",woman,20
"contraception, side effects",woman,21
sexual health,man,28
"sexual health, having sex",woman,20
"contraception, side effects",woman,22
"symptoms, discharge",woman,19
"contraception, side effects",woman,23
sexual health,woman,22
something else,woman,29
"contraception, side effects",woman,19
"contraception, method recommendation",woman,30
"pregnancy, causes",woman,22
"sexual health, STI",man,23
contraception,woman,20
contraception,woman,34
"contraception, side effects",man,NA
contraception,woman,20
contraception,woman,21
"pregnancy, days, when safe",woman,23
"pregnancy, days, when fertile",man,32
contraception,man,23
contraception,man,30
"contraception, side effects",woman,18
"contraception, side effects",woman,18
"contraception, effectiveness",woman,19
sexual health,woman,18
"pregnancy, causes",man,19
"women's health, menstruation",man,NA
"women's health, menstruation",woman,18
contraception,man,NA
UTI,man,20
sexual health,woman,24
pregnancy,woman,22
"women's health, menstruation",woman,18
"provider, locate",woman,32
"contraception, side effects",woman,24
"sexual health, having sex",man,24
contraception,woman,22
"contraception, side effects",woman,18
sexual health,man,24
"sexual health, having sex",man,23
"contraception, effectiveness",woman,22
"sexual health, having sex",man,24
"sexual health, STI",woman,26
contraception,woman,20
something else,woman,25
contraception,man,27
"contraception, side effects",woman,25
"pregnancy, causes",woman,17
something else,man,23
"contraception, side effects",woman,25
"contraception, side effects",woman,26
"contraception, method recommendation",man,24
"sexual health, STI",woman,24
contraception,woman,NA
"women's health, cervical cancer",woman,32
"sexual health, STI",woman,26
"contraception, method recommendation",woman,19
"contraception, side effects",woman,38
"contraception, side effects",woman,26
contraception,woman,21
symptoms,woman,28
"contraception, side effects",man,35
"sexual health, having sex",woman,28
"sexual health, having sex",man,32
contraception,woman,22
sexual health,woman,17
"contraception, method recommendation",woman,22
"women's health, menstruation",man,20
"sexual health, STI",woman,17
"sexual health, having sex",woman,25
"pregnancy, days, when fertile",woman,24
"women's health, menstruation",woman,26
"women's health, menstruation",woman,21
"women's health, menstruation",woman,20
something else,woman,20
"sexual health, relationships",woman,25
contraception,woman,18
"sexual health, STI",man,35
"contraception, side effects",woman,20
"symptoms, discharge",woman,22
"sexual health, STI",woman,20
"sexual health, having sex",woman,18
"contraception, side effects",woman,20
contraception,man,23
pregnancy,woman,24
contraception,woman,20
sexual health,man,20
"women's health, menstruation",man,21
"contraception, method recommendation",woman,24
"sexual health, having sex",woman,21
"sexual health, relationships",woman,25
"women's health, fibroids",man,31
"contraception, locate",woman,25
abortion,woman,24
"contraception, side effects",woman,20
something else,woman,23
"sexual health, having sex",man,23
"contraception, side effects",woman,19
"sexual health, STI",woman,21
contraception,woman,24
contraception,man,26
"contraception, side effects",woman,22
"women's health, menstruation",woman,20
"contraception, side effects",woman,29
"women's health, menstruation",woman,29
"sexual health, having sex",man,21
"pregnancy, days, when safe",man,18
"contraception, method recommendation",woman,26
"sexual health, having sex",man,21
symptoms,woman,20
sexual health,man,26
UTI,woman,20
"contraception, side effects",man,30
sexual health,woman,24
"women's health, menstruation",woman,25
something else,man,22
contraception,woman,23
symptoms,man,32
pregnancy,man,30
contraception,woman,20
"women's health, cervical cancer",woman,35
"sexual health, relationships",man,17
"sexual health, STI",woman,22
"contraception, side effects",man,23
"sexual health, STI",woman,21
symptoms,woman,21
"contraception, side effects",woman,20
"men's health, erectile dysfunction",man,24
"women's health, menstruation",man,24
"contraception, side effects",man,20
something else,woman,20
contraception,woman,18
contraception,woman,20
"sexual health, STI",man,20
"pregnancy, days, when safe",woman,22
"sexual health, having sex",man,21
pregnancy,man,20
contraception,woman,24
"women's health, menstruation",woman,20
"contraception, side effects",woman,23
pregnancy,man,23
"contraception, side effects",man,22
"sexual health, having sex",woman,21
"contraception, side effects",woman,20
"contraception, method recommendation",woman,22
"contraception, side effects",woman,23
"sexual health, having sex",man,34
"contraception, side effects",woman,19
"contraception, side effects",woman,20
contraception,woman,21
"men's health, prostate",man,21
contraception,man,20
"contraception, side effects",woman,23
"sexual health, STI",man,27
"sexual health, having sex",woman,22
circumcision,man,25
"contraception, effectiveness",man,21
sexual health,woman,19
contraception,woman,24
"women's health, menstruation",woman,23
contraception,man,22
"contraception, side effects",man,20
contraception,man,20
sexual health,woman,18
"women's health, fibroids",man,22
"women's health, cervical cancer",woman,18
contraception,woman,20
"contraception, side effects",woman,30
contraception,man,19
contraception,woman,27
"contraception, side effects",man,23
contraception,woman,20
symptoms,woman,26
"contraception, side effects",woman,26
something else,man,20
"sexual health, sexuality",woman,NA
contraception,man,19
"women's health, menstruation",woman,16
"sexual health, having sex",woman,21
"contraception, side effects",woman,22
contraception,woman,23
pregnancy,man,34
"sexual health, relationships",man,24
"sexual health, relationships",man,17
something else,woman,40
"women's health, cervical cancer",woman,24
sexual health,woman,19
"sexual health, having sex",man,24
pregnancy,man,18
"pregnancy, days, when fertile",man,30
"contraception, locate",woman,23
"contraception, side effects",woman,24
"contraception, side effects",woman,25
"sexual health, having sex",woman,21
pregnancy,man,21
something else,woman,28
"contraception, method recommendation",man,20
contraception,man,20
"contraception, side effects",woman,29
"sexual health, having sex",man,25
contraception,man,24
"contraception, stopping",woman,30
"contraception, side effects",man,27
pregnancy,man,21
something else,woman,22
"women's health, cervical cancer",woman,24
"contraception, side effects",woman,26
sexual health,man,21
contraception,woman,26
contraception,woman,25
"women's health, cervical cancer",man,22
"sexual health, having sex",woman,19
pregnancy,man,33
contraception,man,19
"sexual health, having sex",man,22
pregnancy,woman,24
"contraception, side effects",man,23
"contraception, side effects",man,25
"provider, locate",woman,18
"contraception, side effects",woman,20
"women's health, menstruation",woman,25
"contraception, side effects",woman,19
"contraception, side effects",woman,22
"sexual health, STI",man,23
contraception,man,22
contraception,woman,25
"contraception, side effects",woman,19
contraception,woman,19
"contraception, side effects",woman,21
sexual health,man,18
"pregnancy, causes",woman,17
"contraception, side effects",woman,18
"contraception, method recommendation",woman,19
contraception,woman,30
symptoms,woman,21
"contraception, method recommendation",woman,20
"sexual health, having sex",man,21
"sexual health, having sex",woman,19
"contraception, method recommendation",man,22
"contraception, side effects",man,20
"contraception, side effects",woman,22
"contraception, cost",woman,19
something else,man,21
"contraception, side effects",man,30
sexual health,man,27
contraception,woman,20
pregnancy,woman,NA
symptoms,woman,21
"women's health, menstruation",woman,19
contraception,man,19
something else,woman,22
contraception,woman,20
"contraception, side effects",woman,21
contraception,woman,25
symptoms,woman,21
"women's health, cervical cancer",woman,20
contraception,woman,23
"pregnancy, signs of",woman,15
"contraception, side effects",man,21
contraception,woman,24
"contraception, side effects",woman,NA
"pregnancy, signs of",woman,19
"contraception, effectiveness",woman,20
"women's health, menstruation",woman,18
"contraception, side effects",man,24
UTI,woman,20
"contraception, method recommendation",woman,18
"contraception, side effects",woman,18
contraception,man,18
"pregnancy, days, when fertile",woman,18
"pregnancy, days, when fertile",woman,20
"sexual health, relationships",man,19
contraception,man,24
contraception,man,22
sexual health,man,20
"contraception, method recommendation",man,22
"sexual health, STI",woman,23
"contraception, effectiveness",woman,22
symptoms,woman,19
contraception,man,22
"contraception, side effects",man,18
"women's health, menstruation",woman,24
contraception,woman,20
"contraception, locate",woman,24
"contraception, side effects",woman,24
UTI,woman,22
"contraception, side effects",man,23
"contraception, side effects",woman,24
"contraception, side effects",woman,20
"sexual health, STI",man,19
contraception,man,18
"sexual health, relationships",man,19
"women's health, cervical cancer",woman,30
"contraception, method recommendation",woman,29
"contraception, method recommendation",woman,23
"sexual health, having sex",man,18
contraception,man,NA
"contraception, method recommendation",man,20
something else,man,18
"contraception, side effects",woman,25
"women's health, cervical cancer",woman,19
"contraception, effectiveness",woman,20
"sexual health, STI",man,21
"symptoms, discharge",woman,22
"contraception, side effects",man,19
symptoms,woman,22
symptoms,woman,38
"women's health, menstruation",woman,20
"contraception, side effects",woman,18
contraception,woman,21
pregnancy,man,18
"women's health, menstruation",man,NA
contraception,woman,18
contraception,woman,22
contraception,woman,18
"sexual health, having sex",man,20
"contraception, side effects",man,33
"pregnancy, signs of",man,19
pregnancy,woman,22
sexual health,man,24
sexual health,woman,18
"pregnancy, days, when safe",man,21
"pregnancy, causes",man,21
"sexual health, having sex",man,19
something else,woman,22
"contraception, side effects",woman,18
"contraception, effectiveness",woman,23
"women's health, menstruation",woman,19
contraception,man,18
"sexual health, STI",man,20
contraception,man,22
sexual health,woman,45
pregnancy,man,18
contraception,woman,34
contraception,man,21
"women's health, cervical cancer",woman,24
abortion,woman,21
"sexual health, having sex",man,23
"men's health, prostate",woman,29
contraception,woman,25
"contraception, side effects",woman,21
"sexual health, STI",man,19
contraception,woman,31
"sexual health, having sex",woman,21
contraception,man,23
"sexual health, STI",woman,18
contraception,woman,22
"contraception, method recommendation",man,21
"contraception, method recommendation",man,21
contraception,woman,26
"pregnancy, days, when fertile",woman,19
sexual health,woman,NA
contraception,woman,16
contraception,woman,19
symptoms,woman,21
"contraception, side effects",woman,21
"contraception, effectiveness",man,18
contraception,woman,19
"sexual health, having sex",woman,19
"contraception, side effects",woman,26
sexual health,woman,29
pregnancy,man,25
"contraception, side effects",woman,19
"contraception, side effects",woman,29
"contraception, side effects",woman,18
"contraception, side effects",woman,24
"contraception, side effects",woman,20
"contraception, side effects",man,22
contraception,woman,21
sexual health,man,25
"sexual health, STI",woman,22
sexual health,man,20
"women's health, menstruation",man,18
"contraception, side effects",woman,18
"sexual health, STI",woman,22
"contraception, method recommendation",man,24
"sexual health, having sex",man,18
"women's health, menstruation",man,20
"contraception, method recommendation",woman,22
"contraception, side effects",woman,26
contraception,woman,19
circumcision,man,22
"contraception, effectiveness",man,25
pregnancy,man,34
sexual health,man,20
something else,man,20
contraception,man,20
"contraception, side effects",woman,21
contraception,woman,22
"contraception, side effects",man,30
contraception,woman,21
pregnancy,man,30
"contraception, side effects",man,32
"sexual health, having sex",man,26
sexual health,woman,18
"pregnancy, miscarriage",woman,20
"sexual health, STI",man,20
"contraception, side effects",woman,17
sexual health,man,18
"contraception, side effects",woman,22
"symptoms, discharge",woman,18
"women's health, cervical cancer",woman,23
contraception,woman,21
contraception,man,18
"contraception, side effects",woman,21
pregnancy,woman,21
contraception,woman,20
"pregnancy, days, when fertile",woman,18
"contraception, method recommendation",woman,20
symptoms,woman,23
contraception,woman,19
"women's health, menstruation",woman,20
contraception,woman,20
contraception,woman,24
"sexual health, STI",woman,21
symptoms,woman,23
"contraception, locate",man,22
contraception,man,NA
"contraception, method recommendation",man,NA
"sexual health, STI",woman,21
"pregnancy, days, when fertile",woman,24
"pregnancy, days, when safe",woman,22
contraception,woman,23
"sexual health, sexuality",man,20
"sexual health, relationships",man,20
"contraception, method recommendation",man,20
contraception,man,33
contraception,woman,23
UTI,woman,31
sexual health,man,19
"sexual health, relationships",man,24
"contraception, effectiveness",woman,28
contraception,man,33
contraception,woman,30
"symptoms, discharge",woman,18
"contraception, method recommendation",woman,19
"contraception, method recommendation",woman,21
"contraception, method recommendation",woman,21
"contraception, side effects",man,20
"men's health, prostate",man,24
contraception,woman,25
"pregnancy, days, when fertile",man,18
sexual health,man,18
"contraception, side effects",man,19
contraception,man,NA
symptoms,woman,20
pregnancy,man,NA
contraception,woman,24
"sexual health, having sex",man,20
"pregnancy, days, when safe",woman,24
"sexual health, having sex",man,56
contraception,man,27
sexual health,man,25
"sexual health, having sex",woman,22
"sexual health, having sex",woman,20
contraception,woman,20
something else,woman,21
sexual health,man,18
"sexual health, relationships",man,NA
"sexual health, having sex",man,23
"women's health, menstruation",woman,35
"women's health, menstruation",woman,20
"contraception, effectiveness",woman,21
pregnancy,woman,20
contraception,man,25
"sexual health, having sex",man,37
"men's health, prostate",man,25
symptoms,man,20
symptoms,woman,19
"women's health, cervical cancer",woman,20
"contraception, side effects",man,30
contraception,man,18
"contraception, method recommendation",woman,22
contraception,woman,20
"contraception, method recommendation",man,24
"sexual health, relationships",man,19
"sexual health, having sex",man,23
something else,woman,21
something else,man,21
contraception,man,20
"contraception, method recommendation",woman,25
contraception,man,28
"contraception, method recommendation",woman,25
contraception,woman,18
"contraception, method recommendation",man,26
"contraception, side effects",woman,18
"pregnancy, signs of",woman,18
contraception,man,18
contraception,man,25
sexual health,woman,18
contraception,man,20
"contraception, side effects",man,18
contraception,woman,33
contraception,woman,26
"women's health, menstruation",man,20
contraception,woman,23
contraception,woman,33
"contraception, method recommendation",woman,19
"contraception, side effects",woman,39
contraception,woman,21
contraception,woman,18
sexual health,woman,20
"contraception, side effects",man,21
"contraception, side effects",woman,19
"men's health, erectile dysfunction",man,19
contraception,man,22
something else,man,21
sexual health,woman,21
"sexual health, STI",woman,21
something else,man,25
"women's health, menstruation",woman,25
"sexual health, having sex",man,30
pregnancy,woman,26
"pregnancy, causes",woman,21
"contraception, method recommendation",man,24
"sexual health, having sex",man,30
"provider, locate",woman,22
pregnancy,woman,22
"contraception, side effects",woman,24
"contraception, method recommendation",woman,20
symptoms,woman,19
contraception,woman,18
"contraception, method recommendation",woman,23
"women's health, menstruation",woman,19
"women's health, menstruation",woman,25
"women's health, menstruation",woman,22
"contraception, effectiveness",woman,26
contraception,woman,26
"women's health, menstruation",woman,21
"women's health, menstruation",woman,20
"pregnancy, days, when fertile",woman,21
"contraception, side effects",woman,25
"contraception, side effects",man,NA
"sexual health, having sex",woman,19
"contraception, side effects",woman,20
"contraception, side effects",woman,21
"contraception, side effects",woman,21
"pregnancy, causes",man,NA
"pregnancy, days, when fertile",woman,33
"contraception, side effects",woman,27
"contraception, side effects",woman,23
contraception,woman,18
sexual health,woman,25
"contraception, side effects",man,23
"sexual health, having sex",man,30
"sexual health, relationships",man,23
"pregnancy, days, when fertile",woman,15
"contraception, side effects",man,23
"women's health, menstruation",woman,23
contraception,woman,21
"sexual health, relationships",man,18
"women's health, menstruation",woman,26
"contraception, effectiveness",woman,24
"women's health, menstruation",woman,19
"women's health, menstruation",woman,30
"contraception, side effects",woman,26
"contraception, method recommendation",woman,21
something else,woman,21
"contraception, method recommendation",woman,20
"women's health, menstruation",man,25
"sexual health, relationships",man,20
sexual health,woman,25
sexual health,woman,18
sexual health,woman,29
something else,woman,20
symptoms,woman,22
"pregnancy, days, when safe",woman,20
"contraception, side effects",woman,15
"contraception, side effects",woman,18
"contraception, method recommendation",woman,25
"contraception, side effects",woman,20
"women's health, menstruation",man,35
symptoms,woman,20
"contraception, method recommendation",woman,26
"contraception, side effects",woman,24
"contraception, side effects",woman,26
something else,woman,42
contraception,woman,27
"contraception, method recommendation",man,20
"women's health, cervical cancer",woman,24
"contraception, side effects",woman,25
"women's health, fibroids",woman,33
contraception,man,25
contraception,man,23
UTI,woman,22
symptoms,woman,45
something else,man,35
"women's health, menstruation",woman,24
contraception,woman,25
"contraception, effectiveness",woman,19
"pregnancy, days, when safe",man,20
"contraception, side effects",man,22
"contraception, effectiveness",woman,28
symptoms,woman,24
"contraception, effectiveness",man,19
"contraception, stopping",woman,24
contraception,woman,21
abortion,woman,25
"contraception, side effects",woman,20
"sexual health, having sex",woman,34
"contraception, method recommendation",woman,28
"contraception, side effects",woman,22
sexual health,woman,21
"contraception, side effects",woman,24
UTI,woman,35
something else,woman,35
"sexual health, having sex",woman,26
"contraception, side effects",woman,18
contraception,woman,28
UTI,woman,25
pregnancy,woman,21
"symptoms, discharge",woman,22
"pregnancy, days, when fertile",man,20
"contraception, method recommendation",woman,28
"contraception, side effects",woman,20
something else,woman,29
something else,woman,28
"contraception, side effects",woman,19
symptoms,woman,20
"sexual health, relationships",man,23
contraception,woman,33
"contraception, method recommendation",woman,19
"sexual health, STI",woman,21
"contraception, side effects",woman,32
something else,woman,26
"sexual health, relationships",man,18
"men's health, erectile dysfunction",man,18
"sexual health, having sex",man,19
"sexual health, having sex",woman,21
"sexual health, relationships",man,18
UTI,man,19
"contraception, stopping",woman,24
"women's health, menstruation",man,22
symptoms,man,28
contraception,woman,26
"pregnancy, days, when fertile",man,35
abortion,woman,31
pregnancy,woman,18
"men's health, penis size",man,25
"contraception, side effects",man,26
"contraception, side effects",woman,28
contraception,man,NA
sexual health,woman,18
"women's health, cervical cancer",woman,23
"women's health, menstruation",man,NA
something else,man,34
symptoms,woman,20
"contraception, side effects",woman,21
"contraception, side effects",woman,22
pregnancy,woman,25
"contraception, side effects",man,22
"pregnancy, days, when fertile",man,19
"contraception, side effects",woman,22
"contraception, side effects",man,19
